cc_article_number,URL,article_title
CC 2461,https://www.legis.la.gov/legis/Law.aspx?d=109504,Inclusion of accessories
CC 2462,https://www.legis.la.gov/legis/Law.aspx?d=109505,Reserved]
CC 2463,https://www.legis.la.gov/legis/Law.aspx?d=109506,Expenses
CC 2464,https://www.legis.la.gov/legis/Law.aspx?d=109507,"Price, essential elements"
CC 2465,https://www.legis.la.gov/legis/Law.aspx?d=109508,Price left to determination by third person
CC 2466,https://www.legis.la.gov/legis/Law.aspx?d=109509,No price fixed by the parties
CC 2467,https://www.legis.la.gov/legis/Law.aspx?d=109510,Transfer of risk
CC 2468,https://www.legis.la.gov/legis/Law.aspx?d=109511,Reserved]
CC 2469,https://www.legis.la.gov/legis/Law.aspx?d=109512,Reserved]
CC 2470,https://www.legis.la.gov/legis/Law.aspx?d=109514,Reserved]
CC 2471,https://www.legis.la.gov/legis/Law.aspx?d=109515,Reserved]
CC 2472,https://www.legis.la.gov/legis/Law.aspx?d=109516,Reserved]
CC 2473,https://www.legis.la.gov/legis/Law.aspx?d=109517,Reserved]
CC 2474,https://www.legis.la.gov/legis/Law.aspx?d=109518,Construction of ambiguities respecting obligations of seller
CC 2475,https://www.legis.la.gov/legis/Law.aspx?d=109519,Seller's obligations of delivery and warranty.
CC 2476,https://www.legis.la.gov/legis/Law.aspx?d=109520,Reserved]
CC 2477,https://www.legis.la.gov/legis/Law.aspx?d=109521,Methods of making delivery
CC 2478,https://www.legis.la.gov/legis/Law.aspx?d=109522,Reserved]
CC 2479,https://www.legis.la.gov/legis/Law.aspx?d=109523,Reserved]
CC 2480,https://www.legis.la.gov/legis/Law.aspx?d=109525,"Retention of possession by seller, presumption of simulation"
CC 2481,https://www.legis.la.gov/legis/Law.aspx?d=109526,"Incorporeals, method of making delivery"
CC 2482,https://www.legis.la.gov/legis/Law.aspx?d=109527,Things not in possession of seller
CC 2483,https://www.legis.la.gov/legis/Law.aspx?d=109528,Costs of delivery and of removal
CC 2484,https://www.legis.la.gov/legis/Law.aspx?d=109529,Place of delivery
CC 2485,https://www.legis.la.gov/legis/Law.aspx?d=109530,"Buyer's rights upon default, damages"
CC 2486,https://www.legis.la.gov/legis/Law.aspx?d=109531,Reserved]
CC 2487,https://www.legis.la.gov/legis/Law.aspx?d=109532,Delivery excused until payment of price and for insolvency
CC 2488,https://www.legis.la.gov/legis/Law.aspx?d=109533,Reserved]
CC 2489,https://www.legis.la.gov/legis/Law.aspx?d=109534,Condition of thing at time of delivery
CC 2490,https://www.legis.la.gov/legis/Law.aspx?d=109536,Reserved]
CC 2491,https://www.legis.la.gov/legis/Law.aspx?d=109537,"Immovables, extent of delivery"
CC 2492,https://www.legis.la.gov/legis/Law.aspx?d=109538,Sale of immovables at a price per measure
CC 2493,https://www.legis.la.gov/legis/Law.aspx?d=109539,Reserved]
CC 2494,https://www.legis.la.gov/legis/Law.aspx?d=109540,Sale of immovable for lump price
CC 2495,https://www.legis.la.gov/legis/Law.aspx?d=109541,Sale of a certain and limited body or of a distinct object for a lump price
CC 2496,https://www.legis.la.gov/legis/Law.aspx?d=109542,Reserved]
CC 2497,https://www.legis.la.gov/legis/Law.aspx?d=109543,Restitution of price and expenses in case of rescission
CC 2498,https://www.legis.la.gov/legis/Law.aspx?d=109544,Prescription of actions for supplement or diminution of price or for dissolution
CC 2499,https://www.legis.la.gov/legis/Law.aspx?d=109545,Reserved]
CC 2500,https://www.legis.la.gov/legis/Law.aspx?d=109548,"Eviction, definition, scope of warranty"
CC 2501,https://www.legis.la.gov/legis/Law.aspx?d=109549,Reserved]
CC 2502,https://www.legis.la.gov/legis/Law.aspx?d=109550,Transfer of rights to a thing
CC 2503,https://www.legis.la.gov/legis/Law.aspx?d=109551,"Modification or exclusion of warranty, seller's liability for personal acts, restitution of price in case of eviction"
CC 2504,https://www.legis.la.gov/legis/Law.aspx?d=109552,Reserved]
CC 2505,https://www.legis.la.gov/legis/Law.aspx?d=109553,Reserved]
CC 2506,https://www.legis.la.gov/legis/Law.aspx?d=109554,Rights of buyer against seller in case of eviction
CC 2507,https://www.legis.la.gov/legis/Law.aspx?d=109555,"Restitution of full price despite deterioration, deduction of damage when benefit to buyer"
CC 2508,https://www.legis.la.gov/legis/Law.aspx?d=109556,Reserved]
CC 2509,https://www.legis.la.gov/legis/Law.aspx?d=109557,"Reimbursement to buyer for useful improvements, liability of seller in bad faith"
CC 2510,https://www.legis.la.gov/legis/Law.aspx?d=109559,Reserved]
CC 2511,https://www.legis.la.gov/legis/Law.aspx?d=109560,"Partial eviction, rights of buyer"
CC 2512,https://www.legis.la.gov/legis/Law.aspx?d=109561,Warranty against eviction from proceeds
CC 2513,https://www.legis.la.gov/legis/Law.aspx?d=109562,Scope of warranty in sale of succession rights
CC 2514,https://www.legis.la.gov/legis/Law.aspx?d=109563,Reserved]
CC 2515,https://www.legis.la.gov/legis/Law.aspx?d=109564,Reserved]
CC 2516,https://www.legis.la.gov/legis/Law.aspx?d=109565,Reserved]
CC 2517,https://www.legis.la.gov/legis/Law.aspx?d=109566,"Call in warranty, failure of buyer to call seller in warranty, suit to quiet possession"
CC 2518,https://www.legis.la.gov/legis/Law.aspx?d=109567,Reserved]
CC 2519,https://www.legis.la.gov/legis/Law.aspx?d=109568,Reserved]
CC 2520,https://www.legis.la.gov/legis/Law.aspx?d=109570,Warranty against redhibitory defects
CC 2521,https://www.legis.la.gov/legis/Law.aspx?d=109571,Defects that are made known to the buyer or that are apparent
CC 2522,https://www.legis.la.gov/legis/Law.aspx?d=109572,Notice of existence of defect
CC 2523,https://www.legis.la.gov/legis/Law.aspx?d=109573,Reserved]
CC 2524,https://www.legis.la.gov/legis/Law.aspx?d=109574,Thing fit for ordinary use
CC 2525,https://www.legis.la.gov/legis/Law.aspx?d=109575,Reserved]
CC 2526,https://www.legis.la.gov/legis/Law.aspx?d=109576,Reserved]
CC 2527,https://www.legis.la.gov/legis/Law.aspx?d=109577,Reserved]
CC 2528,https://www.legis.la.gov/legis/Law.aspx?d=109578,Reserved]
CC 2529,https://www.legis.la.gov/legis/Law.aspx?d=109579,Thing not of the kind specified in the contract
CC 2530,https://www.legis.la.gov/legis/Law.aspx?d=109581,Defect must exist before delivery
CC 2531,https://www.legis.la.gov/legis/Law.aspx?d=109582,Liability of seller who knew not of the defect
CC 2532,https://www.legis.la.gov/legis/Law.aspx?d=109583,Return of the thing; destruction of the thing
CC 2533,https://www.legis.la.gov/legis/Law.aspx?d=109584,Reserved]
CC 2534,https://www.legis.la.gov/legis/Law.aspx?d=109585,Prescription
CC 2535,https://www.legis.la.gov/legis/Law.aspx?d=109586,Reserved]
CC 2536,https://www.legis.la.gov/legis/Law.aspx?d=109587,Reserved]
CC 2537,https://www.legis.la.gov/legis/Law.aspx?d=109588,Judicial sales
CC 2538,https://www.legis.la.gov/legis/Law.aspx?d=109589,"Multiple sellers, multiple buyers, successors"
CC 2539,https://www.legis.la.gov/legis/Law.aspx?d=109590,Reserved]
CC 2540,https://www.legis.la.gov/legis/Law.aspx?d=109592,Redhibitory vice of one of several matched things sold together
CC 2541,https://www.legis.la.gov/legis/Law.aspx?d=109593,Reduction of the price
CC 2542,https://www.legis.la.gov/legis/Law.aspx?d=109594,Reserved]
CC 2543,https://www.legis.la.gov/legis/Law.aspx?d=109595,Reserved]
CC 2544,https://www.legis.la.gov/legis/Law.aspx?d=109596,Reserved]
CC 2545,https://www.legis.la.gov/legis/Law.aspx?d=109597,Liability of seller who knows of the defect; presumption of knowledge
CC 2546,https://www.legis.la.gov/legis/Law.aspx?d=109598,Reserved]
CC 2547,https://www.legis.la.gov/legis/Law.aspx?d=109599,Reserved]
CC 2548,https://www.legis.la.gov/legis/Law.aspx?d=109600,Exclusion or limitation of warranty; subrogation
CC 2549,https://www.legis.la.gov/legis/Law.aspx?d=109601,Obligations of the buyer
CC 2550,https://www.legis.la.gov/legis/Law.aspx?d=109602,Time and place of payment of price
CC 2551,https://www.legis.la.gov/legis/Law.aspx?d=109603,Reserved]
CC 2552,https://www.legis.la.gov/legis/Law.aspx?d=109604,Reserved]
CC 2553,https://www.legis.la.gov/legis/Law.aspx?d=109605,Interest on price
CC 2554,https://www.legis.la.gov/legis/Law.aspx?d=109606,Reserved]
CC 2555,https://www.legis.la.gov/legis/Law.aspx?d=109607,Liability of the buyer who fails to take delivery
CC 2556,https://www.legis.la.gov/legis/Law.aspx?d=109608,Reserved]
CC 2557,https://www.legis.la.gov/legis/Law.aspx?d=109609,Eviction and threat of eviction as grounds for suspension of payment
CC 2558,https://www.legis.la.gov/legis/Law.aspx?d=109610,Reserved]
CC 2559,https://www.legis.la.gov/legis/Law.aspx?d=109611,Reserved]
CC 2560,https://www.legis.la.gov/legis/Law.aspx?d=109613,Payment of the price before disturbance of possession
CC 2561,https://www.legis.la.gov/legis/Law.aspx?d=109614,Dissolution of sale for nonpayment of price
CC 2562,https://www.legis.la.gov/legis/Law.aspx?d=109615,Dissolution of sale of immovables for nonpayment of price; extension of time for payment
CC 2563,https://www.legis.la.gov/legis/Law.aspx?d=109616,Payment of price after expiration of term but prior to default
CC 2564,https://www.legis.la.gov/legis/Law.aspx?d=109617,Dissolution of sale of movables
CC 2565,https://www.legis.la.gov/legis/Law.aspx?d=109618,Reserved]
CC 2566,https://www.legis.la.gov/legis/Law.aspx?d=109619,Reserved]
CC 2567,https://www.legis.la.gov/legis/Law.aspx?d=109620,"Right of redemption, definition"
CC 2568,https://www.legis.la.gov/legis/Law.aspx?d=109621,Limitation on duration
CC 2569,https://www.legis.la.gov/legis/Law.aspx?d=109622,"Redemption, presumption of security"
CC 2570,https://www.legis.la.gov/legis/Law.aspx?d=109624,Effect of failure to exercise right within time stipulated
CC 2571,https://www.legis.la.gov/legis/Law.aspx?d=109625,Application of time limit against all persons including minors
CC 2572,https://www.legis.la.gov/legis/Law.aspx?d=109626,Redemption against second purchaser
CC 2573,https://www.legis.la.gov/legis/Law.aspx?d=109627,Reserved]
CC 2574,https://www.legis.la.gov/legis/Law.aspx?d=109628,Buyer's benefit of discussion against creditors of the seller
CC 2575,https://www.legis.la.gov/legis/Law.aspx?d=109629,Ownership of fruits and products pending redemption
CC 2576,https://www.legis.la.gov/legis/Law.aspx?d=109630,Reserved]
CC 2577,https://www.legis.la.gov/legis/Law.aspx?d=109631,Ownership of improvements and augmentations pending redemption
CC 2578,https://www.legis.la.gov/legis/Law.aspx?d=109632,Liability for deterioration at the time of redemption
CC 2579,https://www.legis.la.gov/legis/Law.aspx?d=109633,Reserved]
CC 2580,https://www.legis.la.gov/legis/Law.aspx?d=109635,Reserved]
CC 2581,https://www.legis.la.gov/legis/Law.aspx?d=109636,Reserved]
CC 2582,https://www.legis.la.gov/legis/Law.aspx?d=109637,Reserved]
CC 2583,https://www.legis.la.gov/legis/Law.aspx?d=109638,Reserved]
CC 2584,https://www.legis.la.gov/legis/Law.aspx?d=109639,"Multiple successors, applicability of rules governing lesion"
CC 2585,https://www.legis.la.gov/legis/Law.aspx?d=109640,Reserved]
CC 2586,https://www.legis.la.gov/legis/Law.aspx?d=109641,Reserved]
CC 2587,https://www.legis.la.gov/legis/Law.aspx?d=109642,Reimbursement to buyer on redemption
CC 2588,https://www.legis.la.gov/legis/Law.aspx?d=109643,Encumbrances created by buyer
CC 2589,https://www.legis.la.gov/legis/Law.aspx?d=109644,Rescission for lesion beyond moiety
CC 2590,https://www.legis.la.gov/legis/Law.aspx?d=109646,Time of valuation for determination of lesion
CC 2591,https://www.legis.la.gov/legis/Law.aspx?d=109647,Option of buyer to supplement price
CC 2592,https://www.legis.la.gov/legis/Law.aspx?d=109648,"Lesion, return of fruits by buyer and payment of interest by seller"
CC 2593,https://www.legis.la.gov/legis/Law.aspx?d=109649,Reserved]
CC 2594,https://www.legis.la.gov/legis/Law.aspx?d=109650,"Lesion, action against vendee who has resold the immovable"
CC 2595,https://www.legis.la.gov/legis/Law.aspx?d=109651,Peremption of action for lesion
CC 2596,https://www.legis.la.gov/legis/Law.aspx?d=109652,"Lesion, action against vendee who has granted a right on the immovable"
CC 2597,https://www.legis.la.gov/legis/Law.aspx?d=109653,Condition in which property is returned to seller; reimbursement of buyer for improvements
CC 2598,https://www.legis.la.gov/legis/Law.aspx?d=109654,Reserved]
CC 2599,https://www.legis.la.gov/legis/Law.aspx?d=109655,Buyer's right of retention pending reimbursement
CC 2600,https://www.legis.la.gov/legis/Law.aspx?d=109658,"Divisibility of action in lesion among joint sellers and successors, joinder"
CC 2601,https://www.legis.la.gov/legis/Law.aspx?d=109659,Additional terms in acceptance of offer to sell a movable
CC 2602,https://www.legis.la.gov/legis/Law.aspx?d=109660,Contract by conduct of the parties
CC 2603,https://www.legis.la.gov/legis/Law.aspx?d=109661,Obligation to deliver conforming things
CC 2604,https://www.legis.la.gov/legis/Law.aspx?d=109662,Buyer's right of inspection
CC 2605,https://www.legis.la.gov/legis/Law.aspx?d=109663,Rejection of nonconforming things by the buyer
CC 2606,https://www.legis.la.gov/legis/Law.aspx?d=109664,Buyer's acceptance of nonconforming things
CC 2607,https://www.legis.la.gov/legis/Law.aspx?d=109665,Buyer may accept part of things delivered
CC 2608,https://www.legis.la.gov/legis/Law.aspx?d=109666,Merchant buyer's duty upon rejection of things
CC 2609,https://www.legis.la.gov/legis/Law.aspx?d=109667,Purchase of substitute things by the buyer
CC 2610,https://www.legis.la.gov/legis/Law.aspx?d=109669,Cure of nonconformity
CC 2611,https://www.legis.la.gov/legis/Law.aspx?d=109670,Resale by the seller
CC 2612,https://www.legis.la.gov/legis/Law.aspx?d=109671,Deposit of the things by seller
CC 2613,https://www.legis.la.gov/legis/Law.aspx?d=109672,"Things in transit, ownership"
CC 2614,https://www.legis.la.gov/legis/Law.aspx?d=109673,Stoppage in transit
CC 2615,https://www.legis.la.gov/legis/Law.aspx?d=109674,Judicial dissolution
CC 2616,https://www.legis.la.gov/legis/Law.aspx?d=109675,"Things in transit, risk of loss"
CC 2617,https://www.legis.la.gov/legis/Law.aspx?d=109676,Payment against documents
CC 2618,https://www.legis.la.gov/legis/Law.aspx?d=109677,Reserved]
CC 2619,https://www.legis.la.gov/legis/Law.aspx?d=109678,Reserved]
CC 2620,https://www.legis.la.gov/legis/Law.aspx?d=109680,Option to buy or sell
CC 2621,https://www.legis.la.gov/legis/Law.aspx?d=109681,"Acceptance, when effective; option turns into contract to sell; rejection"
CC 2622,https://www.legis.la.gov/legis/Law.aspx?d=109682,Warranty of assignor
CC 2623,https://www.legis.la.gov/legis/Law.aspx?d=109683,Bilateral promise of sale; contract to sell
CC 2624,https://www.legis.la.gov/legis/Law.aspx?d=109684,"Deposit, earnest money"
CC 2625,https://www.legis.la.gov/legis/Law.aspx?d=109685,Right of first refusal
CC 2626,https://www.legis.la.gov/legis/Law.aspx?d=109686,Terms of offered sale
CC 2627,https://www.legis.la.gov/legis/Law.aspx?d=109687,"Right of first refusal, time for acceptance"
CC 2628,https://www.legis.la.gov/legis/Law.aspx?d=109688,Time limitation for option and right of first refusal
CC 2629,https://www.legis.la.gov/legis/Law.aspx?d=109689,Effect against third persons
CC 2630,https://www.legis.la.gov/legis/Law.aspx?d=109691,Indivisibility of right
CC 2631,https://www.legis.la.gov/legis/Law.aspx?d=109692,Reserved]
CC 2632,https://www.legis.la.gov/legis/Law.aspx?d=109693,Reserved]
CC 2633,https://www.legis.la.gov/legis/Law.aspx?d=109694,Reserved]
CC 2634,https://www.legis.la.gov/legis/Law.aspx?d=109695,Reserved]
CC 2635,https://www.legis.la.gov/legis/Law.aspx?d=109696,Reserved]
CC 2636,https://www.legis.la.gov/legis/Law.aspx?d=109697,Reserved]
CC 2637,https://www.legis.la.gov/legis/Law.aspx?d=109698,Reserved]
CC 2638,https://www.legis.la.gov/legis/Law.aspx?d=109699,Reserved]
CC 2639,https://www.legis.la.gov/legis/Law.aspx?d=109700,Reserved]
CC 2640,https://www.legis.la.gov/legis/Law.aspx?d=109701,Reserved]
CC 2641,https://www.legis.la.gov/legis/Law.aspx?d=109702,Reserved]
CC 2642,https://www.legis.la.gov/legis/Law.aspx?d=109703,Assignability of rights
CC 2643,https://www.legis.la.gov/legis/Law.aspx?d=109704,Assignment effective from the time of knowledge or notice
CC 2644,https://www.legis.la.gov/legis/Law.aspx?d=109705,Performance by debtor before knowledge of assignment
CC 2645,https://www.legis.la.gov/legis/Law.aspx?d=109706,Accessories included in assignment of right
CC 2646,https://www.legis.la.gov/legis/Law.aspx?d=109707,"Warranty of existence of debt, solvency of debtor"
